Unnamed: 0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,RevenuePerMonth,ServiceBundleScore,HighRiskContract,FiberOpticUser,PaperlessHighRisk,SingleCustomer,HighMonthlyCharges,TenureChargesRatio,ChargesPerService,StabilityScore,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,LifecycleStage_Growing,LifecycleStage_Loyal,LifecycleStage_Mature,LifecycleStage_New
2641,0,1,0,0,5,1,0,1,1,0,1,0,0,0,59.9,287.85,47.975,4,1,0,0,1,0,0.08210180623973727,11.98,0,True,False,False,True,False,False,False,True,False,False,False,False,False,True
6950,0,0,1,1,5,1,0,1,0,0,0,0,0,1,49.4,232.55,38.75833333333333,2,1,0,1,0,0,0.09920634920634921,16.466666666666665,2,True,False,False,True,False,False,False,False,False,True,False,False,False,True
3938,0,0,0,0,2,1,0,1,0,0,0,0,0,0,50.95,123.05,41.016666666666666,2,1,0,0,1,0,0.03849855630413859,16.983333333333334,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True
2764,1,0,1,1,30,1,1,1,1,1,1,0,0,0,67.6,2000.2,64.5225806451613,6,1,0,0,0,0,0.4373177842565598,9.657142857142857,3,True,False,False,True,False,False,False,False,True,False,False,False,True,False
3113,1,0,1,0,36,1,1,0,0,0,0,1,1,1,95.4,3474.2,93.89729729729729,4,1,1,1,0,1,0.37344398340248963,19.080000000000002,2,False,True,False,True,False,False,False,False,True,False,False,False,True,False
2986,0,0,1,1,55,1,0,0,0,0,0,0,0,1,69.05,3842.6,68.61785714285715,1,0,1,1,0,0,0.7851534618129907,34.525,4,False,True,False,False,False,True,False,True,False,False,False,True,False,False
5427,0,0,0,0,31,1,1,1,0,1,0,0,0,1,84.75,2613.4,81.66875,4,1,1,1,1,0,0.36151603498542273,16.95,1,False,True,False,True,False,False,False,True,False,False,False,False,True,False
328,0,1,1,1,28,0,0,0,0,0,0,1,0,1,35.9,973.65,33.574137931034485,1,1,0,1,0,0,0.7588075880758808,17.95,3,True,False,False,True,False,False,False,False,True,False,False,False,True,False
11,1,0,0,0,16,1,0,0,0,0,0,0,0,0,18.95,326.8,19.223529411764705,1,0,0,0,1,0,0.8020050125313284,9.475,1,False,False,True,False,False,True,False,True,False,False,True,False,False,False
4559,1,0,0,0,6,1,0,0,0,0,0,0,0,0,20.15,130.5,18.642857142857142,1,1,0,0,1,0,0.28368794326241137,10.075,0,False,False,True,True,False,False,True,False,False,False,False,False,False,True
6271,1,1,1,0,27,1,1,1,0,1,0,0,0,1,85.9,2220.1,79.28928571428571,4,0,1,1,0,0,0.3107019562715765,17.18,3,False,True,False,False,True,False,False,False,True,False,False,False,True,False
6234,1,0,0,0,58,1,1,0,0,0,0,0,0,1,25.3,1474.35,24.988983050847455,2,0,0,1,1,0,2.2053231939163496,8.433333333333334,2,False,False,True,False,False,True,False,True,False,False,False,True,False,False
3741,1,0,1,1,72,1,1,1,1,1,1,0,1,1,104.9,7732.65,105.92671232876712,7,0,1,1,0,1,0.6798866855524079,13.1125,4,False,True,False,False,False,True,False,True,False,False,False,True,False,False
6937,0,0,0,0,28,0,0,0,0,1,1,0,0,1,35.75,961.4,33.15172413793103,2,1,0,1,1,0,0.7619047619047619,11.916666666666666,1,True,False,False,True,False,False,False,False,False,True,False,False,True,False
622,1,0,1,1,40,1,0,0,0,1,0,1,0,1,85.05,3355.65,81.84512195121951,3,0,1,1,0,0,0.46484601975595585,21.2625,4,False,True,False,False,True,False,False,False,True,False,False,False,True,False
6969,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.5,20.5,10.25,1,1,0,0,1,0,0.046511627906976744,10.25,0,False,False,True,True,False,False,False,False,False,True,False,False,False,True
1056,0,0,0,0,5,1,0,0,0,0,0,0,1,1,80.0,412.5,68.75,2,1,1,1,1,0,0.06172839506172839,26.666666666666668,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
6491,0,0,0,0,1,1,0,0,0,0,0,0,0,1,69.2,69.2,34.6,1,1,1,1,1,0,0.014245014245014245,34.6,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
2582,0,0,0,1,12,1,1,0,1,1,0,1,1,1,105.3,1275.65,98.12692307692308,6,1,1,1,0,1,0.11288805268109126,15.042857142857143,1,False,True,False,True,False,False,False,False,True,False,False,False,False,True
478,1,0,0,0,5,1,0,0,0,0,1,1,1,1,96.1,453.4,75.56666666666666,4,1,1,1,1,1,0.05149330587023687,19.22,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
2935,1,0,1,0,71,1,0,1,1,1,1,1,1,1,86.1,6045.9,83.97083333333333,7,0,0,1,0,0,0.8151549942594719,10.7625,3,True,False,False,False,False,True,True,False,False,False,False,True,False,False
1236,1,0,0,0,3,1,1,0,0,0,0,0,0,1,76.95,228.4,57.1,2,1,1,1,1,0,0.03848620910840282,25.650000000000002,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
6321,0,0,1,0,30,1,0,0,0,0,0,0,0,0,19.65,655.85,21.156451612903226,1,1,0,0,0,0,1.4527845036319613,9.825,2,False,False,True,True,False,False,True,False,False,False,False,False,True,False
2414,0,0,1,0,25,1,0,0,0,0,0,0,0,1,20.2,507.9,19.534615384615385,1,0,0,1,0,0,1.179245283018868,10.1,3,False,False,True,False,True,False,True,False,False,False,False,False,True,False
4805,1,0,1,1,52,1,1,0,0,0,0,0,0,0,24.55,1331.05,25.114150943396226,2,0,0,0,0,0,2.035225048923679,8.183333333333334,4,False,False,True,False,False,True,False,False,False,True,False,True,False,False
785,0,1,0,0,46,1,1,1,1,1,0,1,1,1,110.0,4874.8,103.71914893617021,7,0,1,1,1,1,0.4144144144144144,13.75,2,False,True,False,False,True,False,False,False,True,False,False,False,True,False
577,1,0,0,0,9,1,0,0,0,0,0,0,0,1,70.5,597.9,59.79,1,1,1,1,1,0,0.1258741258741259,35.25,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
5704,0,0,1,0,19,1,1,0,0,0,0,1,0,1,86.85,1564.4,78.22,3,1,1,1,0,0,0.21627774615822426,21.7125,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False
1201,0,0,0,0,12,1,0,0,1,0,0,0,0,1,49.4,611.65,47.05,2,1,0,1,1,0,0.2380952380952381,16.466666666666665,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True
5488,1,1,1,0,45,1,1,0,1,1,1,1,0,1,98.7,4525.8,98.38695652173914,6,0,1,1,0,1,0.45135406218655966,14.1,3,False,True,False,False,True,False,True,False,False,False,False,False,True,False
3253,0,0,1,1,36,1,1,1,0,1,0,1,1,1,104.5,3684.95,99.59324324324324,6,1,1,1,0,1,0.3412322274881517,14.928571428571429,3,False,True,False,True,False,False,False,True,False,False,False,False,True,False
7004,1,0,0,0,38,1,1,0,1,1,0,0,1,1,95.1,3691.2,94.64615384615384,5,1,1,1,1,1,0.39542143600416235,15.85,1,False,True,False,True,False,False,False,True,False,False,False,False,True,False
4392,1,0,1,1,1,1,0,0,0,0,0,0,0,0,19.2,19.2,9.6,1,1,0,0,0,0,0.04950495049504951,9.6,2,False,False,True,True,False,False,False,False,False,True,False,False,False,True
4453,1,0,1,0,10,1,1,0,0,1,0,1,1,1,98.5,1037.75,94.3409090909091,5,1,1,1,0,1,0.10050251256281408,16.416666666666668,1,False,True,False,True,False,False,False,False,True,False,False,False,False,True
6780,1,0,1,1,13,1,0,0,0,0,0,0,0,0,44.8,559.2,39.94285714285714,1,1,0,0,0,0,0.2838427947598253,22.4,2,True,False,False,True,False,False,True,False,False,False,True,False,False,False
2564,1,0,0,0,18,1,1,0,0,1,1,1,1,1,82.0,1425.45,75.02368421052631,6,0,0,1,1,0,0.21686746987951808,11.714285714285714,1,True,False,False,False,True,False,False,True,False,False,True,False,False,False
5338,0,0,1,0,37,0,0,1,0,0,1,1,0,0,45.4,1593.1,41.92368421052631,3,0,0,0,0,0,0.7974137931034483,11.35,3,True,False,False,False,False,True,False,False,True,False,False,False,True,False
3128,1,0,0,1,5,1,0,0,0,0,0,0,0,0,20.35,122.0,20.333333333333332,1,1,0,0,0,0,0.23419203747072598,10.175,1,False,False,True,True,False,False,False,True,False,False,False,False,False,True
3887,1,0,0,0,11,1,0,0,1,0,0,0,0,0,74.95,815.5,67.95833333333333,2,1,1,0,1,0,0.14483212639894666,24.983333333333334,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
4097,1,0,0,1,64,1,0,0,1,0,1,1,1,1,99.15,6171.2,94.94153846153846,5,1,1,1,0,1,0.6390414378432351,16.525000000000002,2,False,True,False,True,False,False,False,True,False,False,False,True,False,False
2652,1,0,0,0,1,1,0,0,0,0,0,0,1,0,55.55,55.55,27.775,2,1,0,0,1,0,0.01768346595932803,18.516666666666666,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True
6773,1,1,1,0,37,1,1,0,0,0,0,1,1,1,92.5,3473.4,91.40526315789474,4,1,1,1,0,1,0.39572192513368987,18.5,2,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1118,0,0,1,1,48,1,1,1,1,0,0,1,1,1,105.25,4997.5,101.98979591836735,6,1,1,1,0,1,0.45176470588235296,15.035714285714286,3,False,True,False,True,False,False,False,True,False,False,False,False,True,False
645,1,1,1,0,20,1,1,0,0,0,0,1,1,1,94.55,1899.65,90.45952380952382,4,1,1,1,0,1,0.20931449502878074,18.91,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False
3420,0,0,0,0,26,1,1,1,1,0,0,1,0,1,69.5,1800.05,66.66851851851851,5,1,0,1,1,0,0.36879432624113473,11.583333333333334,1,True,False,False,True,False,False,True,False,False,False,False,False,True,False
1797,0,0,0,0,30,1,0,0,0,0,0,0,0,0,19.4,578.5,18.661290322580644,1,0,0,0,1,0,1.4705882352941178,9.7,2,False,False,True,False,False,True,False,True,False,False,False,False,True,False
6148,0,0,0,0,69,1,1,1,1,0,1,0,0,1,66.9,4577.9,65.39857142857143,5,0,0,1,1,0,1.01620029455081,11.15,2,True,False,False,False,False,True,False,False,False,True,False,True,False,False
2320,1,0,1,1,63,1,1,1,1,1,1,1,1,1,89.4,5597.65,87.46328125,8,0,0,1,0,0,0.6969026548672566,9.933333333333334,4,True,False,False,False,False,True,False,True,False,False,False,True,False,False
6155,1,0,1,0,5,1,0,0,0,0,0,0,0,0,19.35,126.05,21.008333333333333,1,1,0,0,0,0,0.24570024570024568,9.675,1,False,False,True,True,False,False,False,False,False,True,False,False,False,True
2823,1,0,1,0,39,1,0,0,0,0,0,0,0,1,20.45,790.0,19.75,1,0,0,1,0,0,1.8181818181818183,10.225,3,False,False,True,False,False,True,True,False,False,False,False,False,True,False
6385,1,0,0,1,4,1,1,0,1,0,0,1,1,1,101.7,364.55,72.91,5,1,1,1,0,1,0.03894839337877312,16.95,1,False,True,False,True,False,False,False,False,True,False,False,False,False,True
4437,1,0,1,0,60,1,1,0,0,1,0,1,1,0,101.15,6067.4,99.4655737704918,5,0,1,0,0,1,0.5873715124816447,16.858333333333334,3,False,True,False,False,False,True,False,True,False,False,False,True,False,False
4428,1,0,1,1,19,1,1,0,0,1,1,1,1,0,103.3,2012.7,100.635,6,1,1,0,0,1,0.18216682646212848,14.757142857142856,2,False,True,False,True,False,False,False,False,True,False,True,False,False,False
3716,0,0,1,0,11,1,1,0,1,0,0,1,1,1,102.0,1145.35,95.44583333333333,5,1,1,1,0,1,0.10679611650485436,17.0,1,False,True,False,True,False,False,False,False,True,False,False,False,False,True
2444,0,1,0,0,31,1,1,0,1,0,0,1,1,1,99.95,3186.65,99.5828125,5,1,1,1,1,1,0.30708271421495786,16.658333333333335,1,False,True,False,True,False,False,False,False,True,False,False,False,True,False
593,1,0,0,0,30,1,0,1,1,1,0,0,0,1,84.3,2438.6,78.66451612903225,4,1,1,1,1,0,0.3516998827667058,16.86,1,False,True,False,True,False,False,False,True,False,False,False,False,True,False
3511,1,0,0,0,53,1,1,0,0,0,0,0,0,0,24.6,1279.0,23.685185185185187,2,0,0,0,1,0,2.0703125,8.200000000000001,2,False,False,True,False,False,True,False,False,False,True,False,True,False,False
2455,0,0,0,0,5,1,0,0,1,0,1,0,1,1,89.35,461.7,76.95,4,1,1,1,1,0,0.05534034311012729,17.869999999999997,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
3214,1,1,0,0,51,1,1,0,1,0,0,0,0,1,79.6,3974.7,76.43653846153846,3,0,1,1,1,0,0.6327543424317619,19.9,2,False,True,False,False,True,False,True,False,False,False,False,True,False,False
5859,0,0,1,0,71,1,1,1,1,1,1,1,1,0,89.3,6388.65,88.73124999999999,8,0,0,0,0,0,0.7862679955703211,9.922222222222222,3,True,False,False,False,False,True,False,True,False,False,False,True,False,False
5442,0,0,0,1,61,1,1,0,0,0,0,0,0,1,25.0,1498.35,24.166935483870965,2,0,0,1,0,0,2.3461538461538463,8.333333333333334,3,False,False,True,False,False,True,False,True,False,False,False,True,False,False
288,1,1,0,0,8,1,0,0,1,0,0,0,0,1,74.5,606.55,67.39444444444445,2,1,1,1,1,0,0.10596026490066225,24.833333333333332,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
6353,1,0,1,0,10,1,0,1,0,0,1,0,0,1,54.95,568.85,51.71363636363637,3,1,0,1,0,0,0.17873100983020554,13.7375,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True
2399,0,0,1,0,12,0,0,0,0,1,0,1,1,1,49.85,617.15,47.473076923076924,3,1,0,1,0,0,0.2359882005899705,12.4625,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True
2197,1,0,1,0,66,1,1,0,0,0,1,0,1,0,63.85,4264.6,63.650746268656725,4,1,0,0,0,0,1.017733230531997,12.77,2,True,False,False,True,False,False,False,False,True,False,False,True,False,False
2487,1,0,0,0,24,1,0,1,1,0,1,0,0,0,60.45,1440.75,57.63,4,1,0,0,1,0,0.3905614320585842,12.09,0,True,False,False,True,False,False,True,False,False,False,True,False,False,False
6746,0,0,1,1,4,1,0,0,1,0,1,0,0,0,56.5,235.1,47.019999999999996,3,1,0,0,0,0,0.06956521739130435,14.125,2,True,False,False,True,False,False,False,False,False,True,False,False,False,True
3402,0,0,0,0,4,1,1,0,1,0,0,0,1,1,88.95,355.2,71.03999999999999,4,1,1,1,1,0,0.04446914952751529,17.79,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
3404,0,0,0,1,35,1,0,1,1,0,0,0,0,0,55.6,2016.45,56.0125,3,0,0,0,0,0,0.6183745583038869,13.9,3,True,False,False,False,True,False,False,True,False,False,False,False,True,False
6812,0,1,0,0,45,1,0,1,1,0,1,0,0,1,85.7,3778.1,82.13260869565217,4,1,1,1,1,0,0.5190311418685121,17.14,1,False,True,False,True,False,False,True,False,False,False,False,False,True,False
4319,1,0,0,0,65,1,1,1,0,1,1,1,1,1,110.0,7138.65,108.16136363636363,7,0,1,1,1,1,0.5855855855855856,13.75,2,False,True,False,False,True,False,False,True,False,False,False,True,False,False
155,0,0,1,1,14,1,0,0,0,0,0,0,1,1,80.9,1152.8,76.85333333333332,2,1,1,1,0,0,0.17094017094017092,26.96666666666667,2,False,True,False,True,False,False,True,False,False,False,True,False,False,False
6941,0,0,1,1,61,0,0,1,1,0,1,0,1,1,50.7,3088.75,49.818548387096776,4,0,0,1,0,0,1.1798839458413926,10.14,4,True,False,False,False,True,False,True,False,False,False,False,True,False,False
4472,1,0,1,1,68,1,0,1,0,1,0,0,0,0,80.35,5375.15,77.90072463768115,3,0,1,0,0,0,0.8358942839582053,20.0875,4,False,True,False,False,False,True,False,True,False,False,False,True,False,False
1489,0,0,1,1,23,1,0,1,1,0,1,0,0,1,57.75,1282.85,53.45208333333333,4,0,0,1,0,0,0.39148936170212767,11.55,3,True,False,False,False,True,False,False,False,False,True,True,False,False,False
1565,0,0,0,0,55,1,0,0,1,1,0,0,0,1,81.55,4509.5,80.52678571428571,3,1,1,1,1,0,0.6662628709872804,20.3875,1,False,True,False,True,False,False,False,False,True,False,False,True,False,False
2189,1,0,1,1,69,1,1,0,0,0,0,0,0,0,24.45,1718.2,24.545714285714286,2,0,0,0,0,0,2.7111984282907664,8.15,4,False,False,True,False,False,True,True,False,False,False,False,True,False,False
1096,0,0,1,0,7,1,0,1,0,1,1,1,1,0,81.25,580.1,72.5125,6,1,0,0,0,0,0.0851063829787234,11.607142857142858,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True
733,0,0,1,1,72,1,1,1,0,0,0,0,0,0,79.05,5730.7,78.5027397260274,3,0,1,0,0,0,0.8994378513429108,19.7625,4,False,True,False,False,False,True,True,False,False,False,False,True,False,False
5840,0,0,1,1,61,1,0,1,0,0,0,0,0,1,49.7,2961.4,47.76451612903226,2,0,0,1,0,0,1.2031558185404339,16.566666666666666,4,True,False,False,False,True,False,True,False,False,False,False,True,False,False
4818,1,1,1,0,64,1,0,1,0,1,0,0,0,0,80.3,5017.7,77.19538461538461,3,0,1,0,0,0,0.7872078720787208,20.075,3,False,True,False,False,True,False,False,True,False,False,False,True,False,False
2085,0,1,1,0,32,1,1,0,0,0,0,1,1,1,93.2,2931.0,88.81818181818181,4,1,1,1,0,1,0.33970276008492567,18.64,2,False,True,False,True,False,False,False,False,True,False,False,False,True,False
6846,0,0,0,0,1,1,1,0,0,1,0,0,0,1,79.55,79.55,39.775,3,1,1,1,1,0,0.012414649286157667,19.8875,0,False,True,False,True,False,False,False,False,False,True,False,False,False,True
4095,1,0,0,0,3,1,0,1,0,0,1,0,0,1,82.3,214.4,53.6,3,1,1,1,1,0,0.03601440576230492,20.575,0,False,True,False,True,False,False,False,False,False,True,False,False,False,True
6139,1,0,0,1,3,1,0,0,0,0,0,0,0,0,20.2,50.6,12.65,1,1,0,0,0,0,0.14150943396226415,10.1,1,False,False,True,True,False,False,True,False,False,False,False,False,False,True
5786,0,0,1,0,72,1,1,1,0,1,1,1,1,1,84.4,6096.45,83.51301369863013,7,0,0,1,0,0,0.8430913348946135,10.55,3,True,False,False,False,False,True,False,True,False,False,False,True,False,False
6494,0,0,0,1,26,0,0,0,0,1,0,0,0,1,29.8,786.5,29.12962962962963,1,1,0,1,0,0,0.8441558441558441,14.9,2,True,False,False,True,False,False,False,False,False,True,False,False,True,False
6808,1,0,0,0,39,1,0,1,0,1,0,1,1,1,100.45,3801.7,95.04249999999999,5,0,1,1,1,1,0.38442582552981763,16.741666666666667,2,False,True,False,False,False,True,False,False,True,False,False,False,True,False
1491,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.55,19.55,9.775,1,1,0,0,1,0,0.048661800486618,9.775,0,False,False,True,True,False,False,False,False,False,True,False,False,False,True
3457,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.5,19.5,9.75,1,1,0,1,1,0,0.04878048780487805,9.75,0,False,False,True,True,False,False,False,False,False,True,False,False,False,True
3948,0,0,1,1,56,1,0,0,0,0,0,1,1,0,88.9,4968.0,87.15789473684211,3,0,1,0,0,0,0.6229143492769744,22.225,4,False,True,False,False,True,False,True,False,False,False,False,True,False,False
5229,0,1,1,0,43,1,1,0,0,1,1,1,1,1,107.55,4533.9,103.04318181818181,6,0,1,1,0,1,0.39613081529249194,15.364285714285714,3,False,True,False,False,True,False,False,False,True,False,False,False,True,False
282,0,0,0,1,1,1,1,0,0,0,0,0,0,0,25.4,25.4,12.7,2,1,0,0,0,0,0.03787878787878788,8.466666666666667,1,False,False,True,True,False,False,False,False,False,True,False,False,False,True
5121,1,0,0,0,29,1,1,0,1,1,0,0,1,0,70.9,1964.6,65.48666666666666,5,0,0,0,1,0,0.4033379694019471,11.816666666666668,2,True,False,False,False,True,False,False,True,False,False,False,False,True,False
777,1,0,0,0,2,1,1,0,1,0,0,0,0,1,82.0,184.65,61.550000000000004,3,1,1,1,1,0,0.024096385542168676,20.5,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
3218,1,0,0,0,68,1,0,0,1,1,0,0,0,0,79.6,5461.45,79.15144927536231,3,0,1,0,1,0,0.8436724565756825,19.9,2,False,True,False,False,True,False,False,True,False,False,False,True,False,False
1418,1,0,1,1,67,1,1,0,1,0,0,0,1,1,89.55,6373.1,93.72205882352942,4,1,1,1,0,0,0.7399226946438432,17.91,3,False,True,False,True,False,False,True,False,False,False,False,True,False,False
6437,0,0,1,1,19,1,1,0,0,0,0,0,0,1,24.9,467.7,23.384999999999998,2,0,0,1,0,0,0.7335907335907337,8.299999999999999,3,False,False,True,False,False,True,True,False,False,False,True,False,False,False
4976,1,0,1,1,66,0,0,0,1,1,0,1,1,1,56.75,3708.4,55.34925373134328,4,0,0,1,0,0,1.1428571428571428,11.35,4,True,False,False,False,False,True,False,True,False,False,False,True,False,False
6891,0,0,1,0,4,0,0,1,0,0,0,0,0,1,29.05,129.6,25.919999999999998,1,1,0,1,0,0,0.13311148086522462,14.525,1,True,False,False,True,False,False,False,False,True,False,False,False,False,True
3011,0,0,1,1,9,1,0,0,0,0,0,0,0,0,19.75,210.65,21.065,1,0,0,0,0,0,0.43373493975903615,9.875,3,False,False,True,False,False,True,False,False,False,True,False,False,False,True
6009,1,1,1,0,53,1,1,0,1,1,0,1,1,1,103.85,5485.5,101.58333333333333,6,1,1,1,0,1,0.5054840247973296,14.835714285714285,2,False,True,False,True,False,False,False,False,True,False,False,True,False,False
1019,0,0,0,0,23,1,0,0,0,0,0,0,0,1,19.5,470.2,19.591666666666665,1,1,0,1,1,0,1.1219512195121952,9.75,0,False,False,True,True,False,False,False,False,False,True,True,False,False,False
830,0,0,1,0,50,1,1,1,1,0,1,1,1,0,108.55,5610.7,110.01372549019608,7,0,1,0,0,1,0.4564125969876769,13.56875,3,False,True,False,False,True,False,False,False,True,False,False,True,False,False
5993,1,0,0,0,2,1,0,0,1,0,0,0,0,0,74.95,151.75,50.583333333333336,2,1,1,0,1,0,0.026333113890717578,24.983333333333334,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
6627,0,0,1,0,59,1,0,0,0,0,0,0,0,0,20.35,1267.0,21.116666666666667,1,0,0,0,0,0,2.7634660421545667,10.175,3,False,False,True,False,True,False,False,False,False,True,False,True,False,False
592,1,0,1,1,63,1,1,1,1,1,0,1,1,0,83.5,5435.0,84.921875,7,0,0,0,0,0,0.7455621301775148,10.4375,4,True,False,False,False,False,True,False,True,False,False,False,True,False,False
3931,0,0,1,0,25,1,0,1,1,0,1,0,1,1,71.05,1837.7,70.68076923076923,5,1,0,1,0,0,0.3469812630117974,11.841666666666667,2,True,False,False,True,False,False,False,False,False,True,False,False,True,False
2485,0,0,0,0,14,1,1,0,0,1,0,0,0,1,80.45,1072.0,71.46666666666667,3,1,1,1,1,0,0.17188459177409454,20.1125,0,False,True,False,True,False,False,False,False,True,False,True,False,False,False
4163,1,0,1,0,65,1,1,1,1,1,0,0,0,0,67.05,4309.55,65.29621212121212,5,0,0,0,0,0,0.9551800146950772,11.174999999999999,3,True,False,False,False,True,False,False,True,False,False,False,True,False,False
5717,1,1,1,0,69,0,0,1,1,0,0,1,1,0,56.55,3952.65,56.46642857142857,4,0,0,0,0,0,1.1989574283231972,11.309999999999999,3,True,False,False,False,False,True,False,True,False,False,False,True,False,False
3868,0,0,1,1,21,1,0,0,1,0,0,0,0,1,74.05,1565.7,71.16818181818182,2,1,1,1,0,0,0.2798134576948701,24.683333333333334,2,False,True,False,True,False,False,True,False,False,False,True,False,False,False
6803,1,0,1,1,43,1,1,1,0,1,1,0,0,1,91.25,4013.8,91.22272727272728,5,0,1,1,0,1,0.46612466124661245,15.208333333333334,4,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1426,1,1,1,0,71,1,1,1,1,1,1,0,0,1,92.0,6585.2,91.46111111111111,6,0,1,1,0,1,0.7634408602150538,13.142857142857142,3,False,True,False,False,True,False,False,False,True,False,False,True,False,False
3860,1,0,0,1,19,0,0,0,0,0,0,0,0,1,25.35,566.1,28.305,0,1,0,1,0,0,0.7210626185958254,25.35,1,True,False,False,True,False,False,False,True,False,False,True,False,False,False
2247,0,0,0,0,40,1,0,0,0,0,0,0,0,0,19.65,830.25,20.25,1,0,0,0,1,0,1.9370460048426152,9.825,2,False,False,True,False,False,True,False,True,False,False,False,False,True,False
2527,0,0,0,0,9,1,1,0,0,0,0,0,1,1,83.3,803.3,80.33,3,1,1,1,1,0,0.10676156583629894,20.825,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
810,1,0,0,0,58,1,1,0,1,1,0,1,1,1,103.25,6017.65,101.99406779661017,6,0,1,1,1,1,0.5563549160671463,14.75,2,False,True,False,False,True,False,True,False,False,False,False,True,False,False
